row_num,index,common_name,name_pub,name_mast_key,name_simbad,designation,category,manmask,reject_reason,had_data,civ_blue,civ_ew,f2500,z_catalog,z_adopted,z_ned,dv_ned_kms,z_simbad,dv_simbad_kms,z_flag,adopted_record,sulentic,note
21,75,Mrk 1148,Mrk 1148,Mrk 1148,Mrk 1148,J005154.75+172558.4,no_sdss,3,,yes,197.48560807496355,206.30618718113283,0.39614914017602,0.064,0.064,,,,,,BEST_iter03_allmasks.json,,"CONFIRMED by GTR at manmask 3 (I had proposed 2 for the gap-anchor caveat on the EW below; the blueshift is unaffected and GTR judged it a 3). BEST_iter03_allmasks, my proposer masks, 197.5 / 206.31, veto clean, Si IV 0.59 and C IV 0.62 sigma rms; GTR's curated masks (iter04_gtr_prior) give the same blueshift with EW 517.54. The line is the same in both (peak 21.0); the 2.5x EW difference is entirely the continuum. The whole-spectrum test does not separate them (data/model 1.03 vs 1.00 over 317-345 line-free pixels) because the difference sits where there are no pixels: the 1445-1465 A continuum window falls in the COS detector gap (1410-1520 A), and the reconstruction sags there to 2.40 under my masks and to 1.16 under GTR's, while the data on both sides of the gap sit at ~4. GTR's masks also take out 1687-1697 A, next to the red continuum window, and the model then runs 56 per cent under the data at 1680-1700 A (band ratio 1.56), dropping the red anchor from 2.28 to 1.56. CAVEAT: even the adopted fit's EW rests on a gap anchor ~40 per cent below the flanking data, so the EW is uncertain by that much; the blueshift is identical under every mask set. COS alone at S/N 3.5 in the window, no C III] or Mg II; NED 0.064501 (+141 km/s) and SIMBAD 0.064027 (+8) bracket the catalogue 0.064. v22 manmask was 3 (266.5 / 1022.68, pre-EW-fix)"
110,76,Ton 951,Ton  951,Ton 951,Ton  951,J084742.47+344503.9,no_sdss,0,insufficient_coverage,civ_partial,,,,0.064,0.064,,,,,,REJECT_ALL_iter01_baseline.json,,"CONFIRMED by GTR (manmask 0). Excluded. Ton 951: COS covers the far-UV and FOS the near-UV (Mg II observed), and between them the C IV window holds 25 usable pixels at 1500.2-1508.5 A -- the extreme blue edge only; the line itself is unobserved and the 680.3 / 27.9 (unmasked) or -770.5 / 5.2 (masked) are extrapolations that also fail the veto. NED and SIMBAD agree with the catalogue 0.064. v22 manmask was 1 CORRECTION (v23 retrieval): the reason insufficient_coverage understates this. The observation that would cover C IV exists but MAST holds only FLT products for it, with no extracted X1D or SX1, and GTR has ruled out doing our own extraction. The exclusion stands; the accurate reason is that no extracted product exists. The controlled vocabulary has no term for this yet."
260,77,Mrk 771,Z  99-79,Mrk 771,Z  99-79,J123203.61+200929.5,no_sdss,0,no_civ_data,no_civ_coverage,,,,0.064,0.064,,,,,,REJECT_ALL_iter03_allmasks.json,,"CONFIRMED by GTR (manmask 0). Excluded by the no_civ_data guard: COS and STIS together (905 px, no overlap) have zero usable pixels inside 1500-1600 A; the 542.4 / 231 is wholly extrapolated from Si IV. SDSS gives 0.063550 (-127 km/s from the catalogue 0.064), moot here. v22 manmask was 0"
412,78,2MASS J16151905-0936132,2MASS J16151905-0936132,2MASS J16151905-0936132,2MASS J16151905-0936132,J161519.05-093613.2,no_sdss,0,no_civ_data,yes,,,,0.06496,0.06496,,,,,,REJECT_ALL_iter03_allmasks.json,,CONFIRMED by GTR (manmask 0). Excluded by the no_civ_data guard: the COS spectrum has zero usable pixels inside 1500-1600 A and no anchors; the -78.8 / 498 is wholly extrapolated. v22 manmask was blank
302,79,LEDA 88835,2MASX J13251937-382452,LEDA 88835,LEDA   88835,J132519.25-382453.9,no_sdss,3,,yes,2740.8098200686536,17.420058807736115,0.6880705754978546,0.0667,0.065799,,,,,,BEST_iter02_gtr_prior_zNED.json,yes,"CONFIRMED by GTR at manmask 3 under a REDSHIFT OVERRIDE to NED's value (0.0667 -> 0.065799, -253 km/s; ica/redshift_overrides.csv, key 'LEDA 88835'): BEST_iter02_gtr_prior_zNED, GTR's curated STIS masks rescaled to the new rest frame, low component set, 2740.8 / 17.42, SiIV: med +0.07 rms 0.24 (n=248)  |  CIV: med -0.03 rms 0.22 (n=268)  |  CIII]: med +0.21 rms 0.34 (n=228)  |  MgII: med -0.05 rms 0.31 (n=186); anchors C III] xcorr -230, Mg II -100 km/s (S/N 4.2); 8 px at -0.2 per cent (1567-1572 A), the model 0.007 flux units under a continuum of 2.9 -- accepted as marginal. A genuine weak-lined, extreme-blueshift object like LEDA 88588. THE REDSHIFT: the catalogue 0.0667 (1991MNRAS.248..528A, +/-0.0004) had both anchors at -450 / -350 and trial_z.py closing them near -575 / -375; NED preferred and SIMBAD both 0.065799 (6dF, +/-51 km/s); adopted by GTR's rule (the fit demands it; stay inside the NED/SIMBAD range). The blueshift moves two quanta less (2877.7 -> 2740.8), the veto from 38 px at -1.4 per cent to 8 at -0.2, every window as good or better. STIS alone is the spectrum: the merge with COS (scale 1.17, 463 px overlap) fails badly, 3014.5 / 16.53 on 108 px at -16 per cent, COS's noisier C IV pixels pulling the profile off -- those merge figures (079_LEDA_88835_COMBINED) are what looked bad, not the STIS fit. The priors (prior_gtr, prior_ap: 2603.9 / 7.9) are the same STIS fit at the old z with the pre-EW-fix arithmetic (reproduced: 2603.9 / 8.5); compare_oldz_newz_CIV.png overlays old and new. v22 manmask was 2"
69,80,LEDA 3095694,LEDA 3095694,LEDA 3095694,LEDA 3095694,J043829.19-614758.9,no_sdss,0,no_civ_data,yes,,,,0.069001,0.069001,,,,,,REJECT_ALL_iter03_allmasks.json,,CONFIRMED by GTR (manmask 0). Excluded by the no_civ_data guard: the COS spectrum has zero usable pixels inside 1500-1600 A and no anchors; the -9.7 / 105 is wholly extrapolated. v22 manmask was blank
251,81,Mrk 205,MRK 0205,Mrk 205,Mrk  205,J122144.09+751838.0,no_sdss,3,,yes,197.48560807496355,106.60523762085197,0.7286901108060293,0.0711,0.0711,,,,,,BEST_iter04_gtr_prior.json,yes,"CONFIRMED by GTR at manmask 3, who tried to improve on it by hand and could not. BEST_iter04_gtr_prior, GTR's curated FOS masks (seven ranges covering 640 A -- the FOS noise at 2170-2700 A -- plus 5 pixels, 20 unmasked), 197.5 / 106.61, veto clean, Si IV 0.41, C IV 0.57, C III] 0.76, Mg II 0.97 sigma rms; anchors C III] xcorr -10 (peak -120), Mg II -40 km/s. My proposer fit (iter03) is wrong and is superseded: it masked the line core (1545-1550 A) as absorption and left the 2170-2700 A noise in, and the model came out displaced blueward with its peak at 11 against the data's 14.5 (1506.2 / 93.84, C IV median +1.4 sigma). FOS, full coverage, S/N 9 in the window. v22 manmask was 3"
378,82,Mrk 478,MRK 0478,Mrk 478,Mrk  478,J144207.46+352622.8,no_sdss,3,,yes,680.3185584841262,44.752536312043866,0.9102910062788016,0.0771,0.0771,,,,,,BEST_iter04_gtr_stismasks.json,yes,"CONFIRMED by GTR at manmask 3 -- ""not ideal, but not bad enough for manmask 2"". BEST_iter04_gtr_stismasks: the three-spectrum merge under GTR's curated STIS core masks (23 pixels at 1538-1551 A), 680.3 / 44.75, veto clean, Si IV 1.22, C IV 1.51, C III] 2.17, Mg II 0.74 sigma rms at S/N 24; anchors C III] xcorr -280 (peak -414), Mg II +10 km/s. Which spectrum: COS covers 1212-1366 A only (no C IV); FOS has C IV at S/N 24.5, STIS at 8.6; the merge is FOS-dominated. GTR curated both FOS and STIS. Their STIS fit (082_Mrk_478_STIS/iter01_gtr_prior, auto comps) is the cleanest single fit -- 542.4 / 34.73, every window 0.21-0.28 sigma, the model rising above the masked core to a proper NLS1 peak -- with 5 px at -0.4 per cent at 1582-1584 A. Their FOS fit (high comps) fails: 404.5 / 48.15 on 56 px at -6.7 per cent across 1500-1519 A, the model under the data there. FOS unmasked gives 680.3 / 46.27, the merge unmasked 680.3 / 45.01, my proposer masks on the merge 887.0 / 42.62 (they mask the core as absorption and the model runs under the peak). So the FOS-based answers sit at 680.3 / 45-46 and the STIS at 542.4 / 34.7: two quanta and 30 per cent in EW between epochs (f2500 0.88 vs 0.70), Mrk 478 being a known variable NLS1. The merge with GTR's core masks is adopted as the fit that uses all the data and passes clean; the STIS-only fit is the alternative. v22 manmask was blank"
440,83,1RXS J185800.9+485020,1RXS J185800.9+485020,1RXS J185800.9+485020,1RXS J185800.9+485020,J185801.13+485023.3,no_sdss,3,,no_civ_coverage,128.44309058521125,247.1332850361676,0.46907267382674656,0.079,0.079,,,,,,BEST_iter08_gtr_hand2.json,,"CONFIRMED by GTR at manmask 3 with their own hand fit: BEST_iter08_gtr_hand2, their curated 68 pixels plus the two pixels at 1616.8-1618.9 A (the spike at the very end of the spectrum; iter07 is the same two pixels as a range), 128.4 / 247.13, veto clean, C IV 0.57 sigma rms, auto comps. Where the EW rise from the earlier curated fit (iter04_gtr_prior, 174.9) comes from, worked out with GTR: masking those two pixels makes the ICA line more symmetric -- the model now rises over the very strong associated absorber at 1547-1549 A instead of sagging into it -- and the line area is up 14 per cent (blue of peak 210 -> 226, red of peak 167 -> 204); the continuum under the line is also down 24 per cent, because the 1700-1705 A anchor is extrapolated 80 A beyond the data (COS ends at 1620 A) and moved from 2.32 to 1.46 against observed continuum of ~2.0 at 1600-1620 (blue anchor 1.98 vs data 2.12). So about a third of the added EW is the better line fit and two thirds the red anchor; the blueshift is 128.4 under every variant. Earlier state: the curated fit and every component set failed the veto at both edges of the window -- 48 px at -19.8 per cent (1500-1504, 1586-1599 A), comps low 29 px, my proposer fit 112 px (266.5 / 113.86) -- where the data are at S/N ~1. COS covers 1455-1620 A only: no far-UV, no Si IV, no C III] or Mg II. NED and SIMBAD 0.079, the catalogue value. v22 manmask was blank"
445,84,LEDA 3096578,LEDA 3096578,LEDA 3096578,LEDA 3096578,J200552.99-413442.1,no_sdss,0,no_civ_data,yes,,,,0.079632,0.079632,,,,,,REJECT_ALL_iter03_allmasks.json,,"CONFIRMED by GTR (manmask 0). Excluded by the no_civ_data guard: the COS spectrum covers 1191-1329 A rest, zero usable pixels inside 1500-1600 A, no anchors; the 1437.5 / 192 is wholly extrapolated. v22 manmask was blank"
15,85,LEDA 2100384,1RXS J004343.6+372521,LEDA 2100384,1RXS J004343.6+372521,J004342.46+372519.1,no_sdss,0,no_civ_data,yes,,,,0.08,0.08,,,,,,REJECT_ALL_iter03_allmasks.json,,"CONFIRMED by GTR (manmask 0). Excluded by the no_civ_data guard: the COS spectrum (1RXS J004343.6+372521) covers 1191-1365 A rest, zero usable pixels inside 1500-1600 A, no anchors; the -1047.7 / 361 is wholly extrapolated. The queue's z_needs_check (1388 km/s) is moot; NED and SIMBAD give 0.080. v22 manmask was blank"
242,86,PB 3894,PG 1211+143,PB 3894,PB  3894,J121417.66+140312.4,no_sdss,3,,yes,128.44309058521125,97.48457065133408,1.2129165737041057,0.0811,0.0811,,,,,,BEST_iter07_gtr_hand.json,yes,"CONFIRMED by GTR at manmask 3 (I had suggested 2 for the blue-wing excess and the blueshift spread below; GTR judged it a 3). BEST_iter07_gtr_hand: GTR's hand fit of the three-spectrum merge (five ranges -- 2583-2596, 2185-2210, 1371-1372, 1495-1497, 1557-1558 A -- plus 44 pixels), 128.4 / 97.48, veto clean, Si IV 1.81, C IV 2.15, C III] 3.11, Mg II 0.93 sigma rms at S/N 27; anchors C III] xcorr +60 (peak -352), Mg II -20 km/s. GTR judged it 'a little more symmetric across the line' than my proposer fit and it is: blue/red line area 133/144 against 128/149, same peak (18.3 vs 17.8 at 1548.1 A), same continuum (anchors 3.05/2.65 vs 3.02/2.61), same EW (97.5 vs 98.3); the blueshift is one quantum apart (128.4 vs 59.4). What neither fit changes: the model runs under the data across the blue wing (+1.9 sigma median at 1520-1535, +2.4 at 1545-1552) and over it on the red side (-2.3 at 1560-1575) -- a broad blue wing the basis does not reach, visible in every spectrum (COS alone 266.5 / 105.65) and every component set -- and the blueshift spans 59.4 (merge, my masks; FOS alone unmasked) / 128.4 (GTR's hand fit; merge unmasked) / 197.5 (non-C IV masks) / 266.5 (COS alone), three quanta. Comps low makes everything worse (75.21, 7 px); a test masking the COS near-UV junk at 1840-2260 A (iter06) is void, it removed C III] from the fit. PB 3894 = PG 1211+143. Coverage: COS 1162-2256 A (S/N 8, junk beyond 1850), FOS 1120-6799 A (S/N 27 in C IV), STIS 1120-1600 A (S/N 9). v22 manmask was blank"
261,87,2MASS J12323582+0603098,2MASS J12323582+0603098,2MASS J12323582+0603098,2MASS J12323582+0603098,J123235.82+060309.9,no_sdss,0,no_civ_data,yes,,,,0.083473,0.083473,,,,,,REJECT_ALL_iter03_allmasks.json,,"CONFIRMED by GTR (manmask 0). Excluded by the no_civ_data guard: the COS spectrum covers 1192-1338 A rest, zero usable pixels inside 1500-1600 A, no anchors; the -770.5 / 1.5 is wholly extrapolated. v22 manmask was blank"
369,88,Mrk 1383,Mrk 1383,Mrk 1383,Mrk 1383,J142906.47+011705.3,no_sdss,3,,yes,611.3922089991388,77.35955721243919,0.40433050045456254,0.086,0.086,,,,,,BEST_iter04_gtr_prior.json,,"CONFIRMED by GTR at manmask 3. BEST_iter04_gtr_prior, GTR's curated masks (five ranges, 26 pixels), 611.4 / 77.36, veto clean, Si IV 0.79 and C IV 0.63 sigma rms; the model tracks a broad, noisy line (S/N 2.5 per pixel) through a forest of masked spikes. My batch variants are junk and superseded (unmasked -2437 / 98.9 on 80 px at -123 per cent; masked -1742 to -1881 on 127-134 px). CAVEAT: the STIS spectrum ends at 1595 A, so the 1700-1705 A continuum window is the reconstruction extrapolated 110 A beyond the data -- a caveat on the EW, not the blueshift (half-flux point 45 A inside the data). No C III] or Mg II. REDSHIFT hint, not acted on: catalogue 0.086 (three decimals); NED preferred 0.086434 (2024AJ 168 58, +/-2e-6, +120 km/s) and 0.086570 (2009ApJS 184 398, +157); SIMBAD 0.085906 (-26). About two quanta, no internal anchor to test it. v22 manmask was 2"
320,89,PG1351+640,PG 1351+640,PG1351+640,2XMM J135315.8+634546,J135315.83+634545.5,no_sdss,2,,yes,-286.1411570333448,43.66737413774544,0.6940747848160013,0.0882,0.0882,,,,,,BEST_iter04_trough1531_1546.json,yes,"ACCEPTED by GTR at manmask 2 -- OK for this paper, with a reservation: BEST_iter04_trough1531_1546, the three-spectrum merge with the whole C IV absorption trough (1531-1546 A) masked as one range, -286.1 / 43.67, veto clean, Si IV 0.83, C IV 0.63, C III] 0.96, Mg II 0.96 sigma rms; anchors C III] xcorr 0 (peak +239), Mg II -210 km/s. PG 1351+640, the associated-absorber object: the trough is one continuous feature from 1533.9 to 1546.3 A (two components reaching 40 per cent of the continuum) with only two pixels, 1535.6 and 1536.4, above the model inside it. RESERVATION: the model's whole blue flank (1541-1547 A, rising 4.2 -> 7.3) lies inside the masked trough and is fit to nothing -- it is the basis drawing a line as steep on the blue side as the red, set by the live red flank and core (1549-1552) and the continuum-level pixels at 1520-1533 -- and the model peak stops at 9.5-9.7 against the data's 11.7. If C IV has a broad blue wing under the 16 A of absorption the data cannot show it, so the measurement is of the unabsorbed part of the line; the blueshift runs -424.5 (unmasked, NAL cores only) / -286.1 (trough masked; GTR's hand fit plus the 1520-1533.5 shoulder) / -217.0 (GTR's hand fit, iter06, 5 px at -0.6 per cent at 1597-1598.5) / -147.9 (comps high), three quanta. GTR asked whether the model was 'following the BAL trough' through some leak; tested three ways under their masks -- the masked morph never fell back to raw flux, deleting the trough pixels from the FITS moves the model by <=0.15 flux units and one quantum, and deleting 1520-1550 or the whole line 1500-1560 changes it in the way an unconstrained basis would (a broad symmetric line peaking at 6) -- no leak; the trough pixels are out and the flank shape is the basis's default. Spectra: COS 1154-1959 A (S/N 5), FOS 1120-3032 A (S/N 12 in C IV), STIS 511 px with none in C IV; singles unmasked COS -286.1 / 89.3, FOS -493.6 / 35.4. v22 manmask was blank"
345,90,LEDA 50824,LEDA   50824,LEDA 50824,LEDA   50824,J141348.31+440013.6,no_sdss,3,,yes,-424.45852802229103,83.65994515563871,0.7110987598091396,0.089,0.089,,,,,,BEST_iter01_gtr_prior.json,,"CONFIRMED by GTR at manmask 3. BEST_iter01_gtr_prior, GTR's curated FOS masks (five ranges, 31 A, including the whole absorption trough 1527-1546 A that takes the flux to zero at 1537-1545), -424.5 / 83.66, veto clean, Si IV 0.43, C IV 0.54, C III] 0.80, Mg II 0.71 sigma rms; anchors C III] xcorr -40 (peak +88), Mg II -70 km/s; the model rises above the trough to a peak of 14 against the data's 16 at 1550 A. FOS alone (S/N 10 in C IV, 1120-3008 A) over the merge: the COS spectrum (1120-1618 A, S/N 5.6) is spiky across 1500-1530 A and the merge fits are poor (BEST had been iter02_noncivmasks, -286.1 / 105.35 at C IV rms 2.76; all masks -493.6 / 86.92 on 27 px), 4 quanta of scatter that the FOS alone does not show. REDSHIFT: catalogue 0.089; NED preferred 0.0896 (+165 km/s), SIMBAD 0.0871 (Gaia, -523); the anchors at -40 / -70 support the catalogue value. v22 manmask was 2"
5,91,Mrk 1501,Mrk 1501,Mrk 1501,Mrk 1501,J001031.01+105829.5,no_sdss,0,no_civ_data,no_civ_coverage,,,,0.08934,0.08934,,,,,,REJECT_ALL_iter03_allmasks.json,,CONFIRMED by GTR (manmask 0). Excluded by the no_civ_data guard: COS (1199-1337 A rest) and FOS (1120-3028 A but with the C IV window entirely flagged) between them have zero usable pixels inside 1500-1600 A; the merge's 59.4 / 152 is wholly extrapolated from Si IV and Mg II. v22 manmask was blank
94,92,2MASS J08105865+7602424,2MASS J08105865+7602424,2MASS J08105865+7602424,2MASS J08105865+7602424,J081058.59+760241.8,no_sdss,3,,yes,335.5125590520637,34.77872423766066,0.48118333413065134,0.1,0.1,,,,,,BEST_iter04_gtr_masks.json,,"CONFIRMED by GTR at manmask 3 (I had raised manmask 2 for the component-set dependence below; GTR judged it a 3). 2MASS J08105865+7602424 = PG 0804+761. BEST_iter04_gtr_masks: the COS+STIS merge under GTR's curated COS masks (16 pixels, 5 unmasked), auto comps, 335.5 / 34.78, veto clean, C IV 1.21 sigma rms. The STIS spectrum (1120-2646 A, 464 sparse good px, none in C IV) adds only 30 overlap pixels; the point of the merge is that on COS alone GTR's masks fail the veto under the auto set (59 px at -4.6 per cent at 1579-1600 A, 335.5 / 30.41) while passing under low (404.5 / 34.60) and high (266.5 / 37.16) -- three quanta across the component sets on the same masks, with identical residuals (1.08-1.16). The merge under auto and low both give 335.5 (34.78 / 39.20), the middle value. RESERVATION: the blueshift depends on the component set at the one-quantum level either way. COS 1250-1325 and 1445-1612 A at S/N 10; no Si IV, C III] or Mg II. REDSHIFT: the catalogue 0.1 is a ONE-decimal value (z_needs_check); SIMBAD 0.09879 (Koss 2022, -330 km/s); NED preferred 0.100000 with a published range 0.09879-0.10100 (five values), so the one-decimal catalogue value is also NED's; SIMBAD -330 km/s is the low end of that range. No internal anchor. v22 manmask was blank"
460,93,2MASS J22484115-5109532,2MASS J22484115-5109532,2MASS J22484115-5109532,2MASS J22484115-5109532,J224841.20-510953.1,no_sdss,2,,yes,-9.680667062489581,135.54410745178194,0.41369604802133836,0.1,0.1,,,,,,BEST_iter05_gtr_hand.json,,"ACCEPTED by GTR at manmask 2 -- OK for this paper, with a reservation: the systemic redshift is uncertain by about ten quanta and nothing in the spectrum can test it (see REDSHIFT below). Fit chosen by GTR: BEST_iter05_gtr_hand, their hand fit (three short ranges at 1554.5-1555.3, 1562.4-1562.8, 1563.6-1564.3 A plus 15 pixels, and 7 pixels unmasked at 1299-1302 A), -9.7 / 135.54, veto clean, C IV 0.99 sigma rms at S/N 12. One quantum and 5 per cent in EW from their earlier curated set (iter01_gtr_prior, -78.8 / 128.82) and from my proposer fit (iter04_allmasks, -78.8 / 130.44, identical residuals). A strong line (model peak 15.8 on a continuum of 3) whose core is cut by a dense cluster of narrow absorbers at 1540-1555 A, nearly all flagged by the NAL detector; the model rises above them to the unabsorbed shoulders. COS 1250-1325 and 1445-1612 A; no Si IV, C III] or Mg II, so no anchor. REDSHIFT: the catalogue 0.1 is a ONE-decimal value (z_needs_check, 13627 km/s of nominal uncertainty); SIMBAD 0.102433 (as RBS 1897; Koss et al. 2022 BASS DR2, quality C) is +663 km/s, ten quanta, and NED does not resolve the 2MASX name (its redshift table failed to parse under RBS 1897), so there is no second external value and no internal anchor to adjudicate. The catalogue value stands by default; the blueshift would move ten quanta more negative at the SIMBAD value. v22 manmask was blank"
55,94,LEDA 10293,LEDA   10293,LEDA 10293,LEDA   10293,J024309.60-721648.4,no_sdss,3,,yes,473.48142602680343,70.75512838456794,0.3644612071960594,0.102,0.102,,,,,,BEST_iter06_gtr_comps_high.json,,"CONFIRMED by GTR at manmask 3. BEST_iter06_gtr_comps_high: GTR's curated masks (12 pixels) with the high component set, 473.5 / 70.76, veto clean, C IV 0.69 sigma rms at S/N 5; under auto and low the same masks fail marginally at the red edge (25 px at -3.0 per cent, 1591-1600 A, 473.5 / 70.56), my proposer fit likewise (45 px). Blueshift 473.5 and EW 64.7-70.8 under every variant. COS 1250-1300 and 1445-1612 A; no Si IV, C III] or Mg II. Catalogue 0.102; SIMBAD 0.102. v22 manmask was 3"
67,95,LB 1727,LB  1727,LB 1727,LB  1727,J042600.77-571201.1,no_sdss,3,,no_civ_coverage,59.38121176138286,120.97906789521333,0.45973678478267854,0.104,0.104,,,,,,BEST_iter01_gtr_prior.json,,"CONFIRMED by GTR at manmask 3. BEST_iter01_gtr_prior, GTR's curated masks (7 pixels, 4 unmasked), 59.4 / 120.98, veto clean, C IV 1.23 sigma rms at S/N 14; my proposer fit is the same to the pixel (59.4 / 119.43). A strong narrow line (peak 21 on 3.5) with a deep double absorber at 1546-1550 A on the peak, masked. COS 1250-1320 and 1440-1612 A; no Si IV, C III] or Mg II. Catalogue 0.104; SIMBAD 0.104101 (Koss 2022, +27 km/s); NED unreachable for this name. v22 manmask was 3"
416,96,PG 1617+175,Mrk  877,PG 1617+175,Mrk  877,J162011.29+172425.7,no_sdss,1,iue_only,no_civ_coverage,,,,0.114,,,,,,,none,,"CONFIRMED by GTR (manmask 1). IUE only: no HST spectrum exists for PG 1617+175 (row 416, Mrk 877) -- the master catalogue lists LWP/SWP only. Placeholder manmask 1 per GTR so it is dealt with in the IUE grouping. v22 manmask was blank GTR 2026-09-21: manmask 1 stands, awaiting IUE. Correcting the record: HST data does exist for this object and the target name checks out, but no HST spectrum reaches C IV, so it cannot be measured here. The catalogue lists LWP/SWP, so there is IUE coverage to work with in that grouping. The reason iue_only is kept as the marker for that grouping, not as a claim that no HST spectrum exists."
34,97,Ton S 210,Ton S 210,Ton S 210,Ton S 210,J012151.53-282057.8,no_sdss,0,insufficient_coverage;fit_unstable,yes,,,,0.116,0.116,,,,,,REJECT_ALL_iter02_noncivmasks.json,,"CONFIRMED by GTR (manmask 0). Excluded. The STIS spectrum ends at 1547.5 A rest: 137 pixels of the C IV window are observed (1500-1550) but the line's peak and its whole red half are not. Under the non-C IV masks (REJECT_ALL_iter02) the model peaks at 1555.2 and puts the half-flux point at 1557.4 A, both beyond the data, with 68 per cent of the 455 A of model EW lying past the last pixel; -1463.9 / 239.42 unmasked, -839.8 / 109.88 with the C IV candidates masked (66 px veto) -- a factor of two in EW and nine quanta between two mask sets, which is what an unobserved line does. S/N 5.9. Catalogue 0.116 = NED preferred; SIMBAD 0.115599 (Koss 2022, -108 km/s). v22 manmask was blank GTR 2026-09-21: TO REFIT on the regenerated tree -- the data behind this exclusion has changed. Verdict held open until that refit."
258,98,2MASS J12305003+0115226,2MASS J12305003+0115226,2MASS J12305003+0115226,2MASS J12305003+0115226,J123050.01+011521.5,no_sdss,2,,yes,1849.685055631564,16.0167770532874,0.5021410899016886,0.117,0.117,,,,,,BEST_iter05_gtr_hand.json,,"FIT CHOSEN BY GTR: REJECT_ALL_iter05_gtr_hand, their hand fit of the COS+STIS merge (two ranges covering 1577.8-1608.6 A, i.e. the noisy red end, plus 35 pixels), 1849.7 / 16.02, Si IV 0.92 and C IV 0.96 sigma rms. ACCEPTED by GTR at manmask 2 -- OK for this paper, with a reservation: it does not clear the veto -- 98 px at -6.1 per cent across 1564.6-1600 A, the same red-wing failure as every other variant. The cause is not the masks: the observed continuum falls from 3.2 at 1445-1500 A to 2.5 at 1565-1600, while the EW continuum is a straight line from the 1445-1465 window to the 1700-1705 window, which is extrapolated 90 A past the data (COS ends at 1612 A), so the model sits under its own continuum wherever the real continuum is falling fastest. Variants on record: GTR's COS masks on COS alone (iter01_gtr_prior) 1781.0 / 14.04 on 97 px at -8.7 per cent, comps high 1918.3 / 17.49 on 93 px at -13.4, comps low identical to auto; the merge under those same COS masks (iter04_gtr_masks) 1849.7 / 15.10 on 84 px at -6.8; my proposer fits 2192.7 / 14.7-15.1 on 107-108 px; STIS alone (1120-1548 A, 46 px of C IV) useless at 150 px and -119 per cent. A weak line (peak 4.6 on a continuum of 3.2, EW 14-17.5) at an extreme blueshift, 1781-2193 across variants (six quanta), whose profile the data do show. C IV 0.9-1.1 sigma rms at S/N 10. Catalogue 0.117; SIMBAD 0.117 +/- 0.001 (2013MNRAS.435.1233G); NED does not resolve the 2MASX name. STABILITY (the test GTR asks for): the blueshift runs 1781.0 / 1849.7 / 1918.3 / 2192.7 across all variants and the EW 14.0-17.5 -- six quanta, but only 23 per cent in either quantity at a blueshift near 1850, so the measurement is robust and the object is an extreme-blueshift one on any choice. The reservation is the continuum shape, not instability. v22 manmask was blank"
13,99,LEDA 3095439,LEDA 3095439,LEDA 3095439,LEDA 3095439,J003623.00+431640.1,no_sdss,2,,yes,-286.1411570333448,132.3617195998154,0.3037026312578381,0.12,0.12,,,,,,BEST_iter07_gtr_hand.json,,"('FIT CHOSEN BY GTR: REJECT_ALL_iter07_gtr_hand, their hand fit (two short ranges at 1551.4-1553.4 and 1554.2-1554.6 A plus 4 pixels -- a lighter mask of the core absorbers than their earlier curated set), -286.1 / 132.36, Si IV 0.67 and C IV 0.53 sigma rms at S/N 6.4, the best residuals of any variant. ACCEPTED by GTR at manmask 2 -- OK for this paper, with a reservation: it does not clear the veto -- 22 px at -5.5 per cent at 1589.6-1597.3 A -- and those pixels are beyond the end of the data. THE PROBLEM IS COVERAGE: the COS spectrum ends at 1561 A, so the whole red half of the line and the 1700-1705 A continuum window are unobserved; the model peaks at 15.9 against absorbed data of ~11-14 and then runs unconstrained to 1600. Variants: their earlier curated set (iter01_gtr_prior, two ranges covering 11.6 A) -493.6 / 154.85 veto clean, comps low -1186.3 / 134.41 (50 px), my proposer masks -1325.1 / 107.60 (37 px) -- fifteen quanta across the family, driven entirely by how much of the absorbed core is masked, on a line whose red half cannot be seen. No C III] or Mg II. REDSHIFT: catalogue 0.12 (two decimals, z_needs_check 1338 km/s); NED preferred 0.120000 and SIMBAD 0.12 (2016ApJ...818..113N, quality D) both echo it. STABILITY (the test GTR asks for): this one IS mask-sensitive. GTR's two mask sets differ only in how much of the absorbed core is covered -- 2.4 A (the adopted hand fit) against 11.6 A (their earlier curated set) -- and that moves the blueshift three quanta and the EW 17 per cent, -286.1 / 132.4 against -493.6 / 154.9; the proposer's heavier masks reach -1325.1 / 107.6, fifteen quanta from the adopted value. Quote the adopted number with that spread in mind. v22 manmask was 3',)"
